Step 0 | loss:2.238386869430542 lr:0.0 gpu_resources:16631460352
Step 222 | loss:0.378866583108902 lr:0.00023161029217296308 gpu_resources:16714426368
Step 222 | loss:0.5482965707778931 lr:0.00023161029217296308 gpu_resources:16663204352
Step 222 | loss:0.4364260137081146 lr:0.00023161029217296308 gpu_resources:16814763008
Step 222 | loss:0.8217436075210571 lr:0.00023161029217296308 gpu_resources:16652947968
Step 222 | loss:0.4843318462371826 lr:0.00023161029217296308 gpu_resources:16640229888
Step 222 | loss:0.6666549444198608 lr:0.00023161029217296308 gpu_resources:16800975872
Step 222 | loss:0.32888293266296387 lr:0.00023161029217296308 gpu_resources:16769952768
Step 222 | loss:0.17685818672180176 lr:0.00023161029217296308 gpu_resources:16838855680
Step 222 | loss:0.3393665850162506 lr:0.00023161029217296308 gpu_resources:16716396544
Step 222 | loss:0.5645167827606201 lr:0.00023161029217296308 gpu_resources:16800975872
Step 222 | loss:0.46471908688545227 lr:0.00023161029217296308 gpu_resources:16688558592
Step 222 | loss:0.4047514796257019 lr:0.00023161029217296308 gpu_resources:16827563008
Step 222 | loss:0.46226781606674194 lr:0.00023161029217296308 gpu_resources:16838855680
Step 222 | loss:0.46578341722488403 lr:0.00023161029217296308 gpu_resources:16810167296
Step 222 | loss:0.4571857452392578 lr:0.00023161029217296308 gpu_resources:16724062208
Step 222 | loss:0.40347373485565186 lr:0.00023161029217296308 gpu_resources:16635142656
Step 222 | loss:0.4757648706436157 lr:0.00023161029217296308 gpu_resources:16711997440
Step 222 | loss:0.41309794783592224 lr:0.00023161029217296308 gpu_resources:16776403968
Step 222 | loss:0.4828428030014038 lr:0.00023161029217296308 gpu_resources:16817060864
Step 223 | loss:0.5903169512748718 lr:0.00023058060311340682 gpu_resources:16523152896
Step 223 | loss:0.8519793152809143 lr:0.00023058060311340682 gpu_resources:16757639168
Step 223 | loss:0.4058701694011688 lr:0.00023058060311340682 gpu_resources:16756672512
Step 223 | loss:0.33443310856819153 lr:0.00023058060311340682 gpu_resources:16623899136
Step 223 | loss:0.4508287012577057 lr:0.00023058060311340682 gpu_resources:16772625408
Step 223 | loss:0.4730892479419708 lr:0.00023058060311340682 gpu_resources:16838855680
Step 223 | loss:0.4009971022605896 lr:0.00023058060311340682 gpu_resources:16584760832
Step 223 | loss:0.4906964600086212 lr:0.00023058060311340682 gpu_resources:16829074432
Step 223 | loss:0.31008878350257874 lr:0.00023058060311340682 gpu_resources:16716265472
Step 223 | loss:0.5458715558052063 lr:0.00023058060311340682 gpu_resources:16748664832
Step 223 | loss:0.4959128797054291 lr:0.00023058060311340682 gpu_resources:16627511808
Step 223 | loss:0.36557307839393616 lr:0.00023058060311340682 gpu_resources:16767900672
Step 223 | loss:0.3536486327648163 lr:0.00023058060311340682 gpu_resources:16838855680
Step 223 | loss:0.3912597596645355 lr:0.00023058060311340682 gpu_resources:16748664832
Step 223 | loss:0.4992371201515198 lr:0.00023058060311340682 gpu_resources:16838855680
Step 223 | loss:0.739179253578186 lr:0.00023058060311340682 gpu_resources:16776403968
Step 223 | loss:0.37510496377944946 lr:0.00023058060311340682 gpu_resources:16838855680
Step 223 | loss:0.36178115010261536 lr:0.00023058060311340682 gpu_resources:16714426368
Step 223 | loss:0.45727071166038513 lr:0.00023058060311340682 gpu_resources:16584760832
Step 223 | loss:0.47856178879737854 lr:0.00023058060311340682 gpu_resources:16706942976
Step 223 | loss:0.4185681641101837 lr:0.00023058060311340682 gpu_resources:16753358848
Step 223 | loss:0.3575535714626312 lr:0.00023058060311340682 gpu_resources:16838855680
Step 223 | loss:0.39234814047813416 lr:0.00023058060311340682 gpu_resources:16817060864
Step 223 | loss:0.330282986164093 lr:0.00023058060311340682 gpu_resources:16618680832
Step 223 | loss:0.47047585248947144 lr:0.00023058060311340682 gpu_resources:16700049408
Step 223 | loss:0.2900952100753784 lr:0.00023058060311340682 gpu_resources:16666681856
Step 223 | loss:0.3771494925022125 lr:0.00023058060311340682 gpu_resources:16746317824
Step 223 | loss:0.43717873096466064 lr:0.00023058060311340682 gpu_resources:16838855680
Step 223 | loss:0.673535943031311 lr:0.00023058060311340682 gpu_resources:16700049408
Step 223 | loss:0.44696927070617676 lr:0.00023058060311340682 gpu_resources:16743970816
Step 223 | loss:0.42963120341300964 lr:0.00023058060311340682 gpu_resources:16774040576
Step 223 | loss:0.6379967927932739 lr:0.00023058060311340682 gpu_resources:16736929792
Step 223 | loss:0.4360402226448059 lr:0.00023058060311340682 gpu_resources:16838855680
Step 223 | loss:0.4461996555328369 lr:0.00023058060311340682 gpu_resources:16746317824
Step 223 | loss:0.5014203190803528 lr:0.00023058060311340682 gpu_resources:16642773504
Step 223 | loss:0.42974212765693665 lr:0.00023058060311340682 gpu_resources:16718432256
Step 223 | loss:0.48030877113342285 lr:0.00023058060311340682 gpu_resources:16720730112
Step 223 | loss:0.2941072881221771 lr:0.00023058060311340682 gpu_resources:16838855680
Step 223 | loss:0.3132307231426239 lr:0.00023058060311340682 gpu_resources:16613593600
Step 223 | loss:0.5979896783828735 lr:0.00023058060311340682 gpu_resources:16734582784
Step 223 | loss:0.33165860176086426 lr:0.00023058060311340682 gpu_resources:16759691264
Step 223 | loss:0.4806867241859436 lr:0.00023058060311340682 gpu_resources:16838855680
Step 223 | loss:0.6200123429298401 lr:0.00023058060311340682 gpu_resources:16838855680
Step 223 | loss:0.45375657081604004 lr:0.00023058060311340682 gpu_resources:16648434176
Step 223 | loss:0.46588003635406494 lr:0.00023058060311340682 gpu_resources:16776403968
Step 223 | loss:0.36878323554992676 lr:0.00023058060311340682 gpu_resources:16838855680
Step 223 | loss:0.4232577383518219 lr:0.00023058060311340682 gpu_resources:16655491584
Step 223 | loss:0.363982230424881 lr:0.00023058060311340682 gpu_resources:16616389120
Step 223 | loss:0.49639415740966797 lr:0.00023058060311340682 gpu_resources:16757078016
Step 223 | loss:0.46716317534446716 lr:0.00023058060311340682 gpu_resources:16838855680
Step 223 | loss:0.40181881189346313 lr:0.00023058060311340682 gpu_resources:16838855680
Step 223 | loss:0.30586814880371094 lr:0.00023058060311340682 gpu_resources:16838855680
Step 223 | loss:0.4243706464767456 lr:0.00023058060311340682 gpu_resources:16781130752
Step 223 | loss:0.34631046652793884 lr:0.00023058060311340682 gpu_resources:16691785216
Step 223 | loss:0.24424520134925842 lr:0.00023058060311340682 gpu_resources:16800975872
Step 223 | loss:0.485241174697876 lr:0.00023058060311340682 gpu_resources:16823862272
Step 223 | loss:0.29005563259124756 lr:0.00023058060311340682 gpu_resources:16721664000
Step 223 | loss:0.47186213731765747 lr:0.00023058060311340682 gpu_resources:16716396544
Step 223 | loss:0.425672709941864 lr:0.00023058060311340682 gpu_resources:16791456768
Step 223 | loss:0.1922997385263443 lr:0.00023058060311340682 gpu_resources:16833831936
Step 223 | loss:0.3551409840583801 lr:0.00023058060311340682 gpu_resources:16838855680
Step 223 | loss:0.3885272145271301 lr:0.00023058060311340682 gpu_resources:16831634432
Step 223 | loss:0.39187565445899963 lr:0.00023058060311340682 gpu_resources:16838855680
Step 223 | loss:0.4597843587398529 lr:0.00023058060311340682 gpu_resources:16478861312
Step 224 | loss:0.37532126903533936 lr:0.0002295455486009094 gpu_resources:16709580800
Step 224 | loss:0.40495195984840393 lr:0.0002295455486009094 gpu_resources:16810167296
Step 224 | loss:0.5658333897590637 lr:0.0002295455486009094 gpu_resources:16554601984
Step 224 | loss:0.30193638801574707 lr:0.0002295455486009094 gpu_resources:16838855680
Step 224 | loss:0.8556124567985535 lr:0.0002295455486009094 gpu_resources:16741623808
Step 224 | loss:0.4745197296142578 lr:0.0002295455486009094 gpu_resources:16835767296
Step 224 | loss:0.4676048159599304 lr:0.0002295455486009094 gpu_resources:16838855680
Step 224 | loss:0.4552634358406067 lr:0.0002295455486009094 gpu_resources:16827563008
Step 224 | loss:0.4334259033203125 lr:0.0002295455486009094 gpu_resources:16838855680
Step 224 | loss:0.5005017518997192 lr:0.0002295455486009094 gpu_resources:16587369984
Step 224 | loss:0.6568273901939392 lr:0.0002295455486009094 gpu_resources:16627511808
Step 224 | loss:0.37188827991485596 lr:0.0002295455486009094 gpu_resources:16810167296
Step 224 | loss:0.6751682758331299 lr:0.0002295455486009094 gpu_resources:16777061376
Step 224 | loss:0.4472389817237854 lr:0.0002295455486009094 gpu_resources:16749596672
Step 224 | loss:0.2831699848175049 lr:0.0002295455486009094 gpu_resources:16791954432
Step 224 | loss:0.2496672123670578 lr:0.0002295455486009094 gpu_resources:16608768512
Step 224 | loss:0.5484917759895325 lr:0.0002295455486009094 gpu_resources:16744325120
Step 224 | loss:0.17697016894817352 lr:0.0002295455486009094 gpu_resources:16838855680
Step 224 | loss:0.4215257167816162 lr:0.0002295455486009094 gpu_resources:16759691264
Step 224 | loss:0.47881773114204407 lr:0.0002295455486009094 gpu_resources:16838855680
Step 224 | loss:0.4508812129497528 lr:0.0002295455486009094 gpu_resources:16748664832
Step 224 | loss:0.3886869251728058 lr:0.0002295455486009094 gpu_resources:16767671296
Step 224 | loss:0.4097565710544586 lr:0.0002295455486009094 gpu_resources:16838855680
Step 224 | loss:0.45437976717948914 lr:0.0002295455486009094 gpu_resources:16838855680
Step 224 | loss:0.4406653046607971 lr:0.0002295455486009094 gpu_resources:16838855680
Step 224 | loss:0.39578795433044434 lr:0.0002295455486009094 gpu_resources:16838855680
Step 224 | loss:0.5396235585212708 lr:0.0002295455486009094 gpu_resources:16810167296
Step 224 | loss:0.2675781548023224 lr:0.0002295455486009094 gpu_resources:16826223616
Step 224 | loss:0.49495363235473633 lr:0.0002295455486009094 gpu_resources:16527359488
Step 224 | loss:0.4778877794742584 lr:0.0002295455486009094 gpu_resources:16814763008
Step 224 | loss:0.24405866861343384 lr:0.0002295455486009094 gpu_resources:16655491584
Step 224 | loss:0.37221989035606384 lr:0.0002295455486009094 gpu_resources:16810167296
Step 224 | loss:0.6232035160064697 lr:0.0002295455486009094 gpu_resources:16697751552
Step 224 | loss:0.32268601655960083 lr:0.0002295455486009094 gpu_resources:16554601984
Step 224 | loss:0.49491754174232483 lr:0.0002295455486009094 gpu_resources:16761743360
Step 224 | loss:0.39522022008895874 lr:0.0002295455486009094 gpu_resources:16691533312
Step 224 | loss:0.41231831908226013 lr:0.0002295455486009094 gpu_resources:16769952768
Step 224 | loss:0.46892088651657104 lr:0.0002295455486009094 gpu_resources:16716265472
Step 224 | loss:0.4350373148918152 lr:0.0002295455486009094 gpu_resources:16587369984
Step 224 | loss:0.6784114837646484 lr:0.0002295455486009094 gpu_resources:16729135104
Step 224 | loss:0.40422219038009644 lr:0.0002295455486009094 gpu_resources:16838855680
Step 224 | loss:0.4644409120082855 lr:0.0002295455486009094 gpu_resources:16794082304
Step 224 | loss:0.305158406496048 lr:0.0002295455486009094 gpu_resources:16515108352
Step 224 | loss:0.5117421746253967 lr:0.0002295455486009094 gpu_resources:16589979648
Step 224 | loss:0.42749008536338806 lr:0.0002295455486009094 gpu_resources:16826252288
Step 224 | loss:0.5826768279075623 lr:0.0002295455486009094 gpu_resources:16805571584
Step 224 | loss:0.36267122626304626 lr:0.0002295455486009094 gpu_resources:16736929792
Step 224 | loss:0.48311829566955566 lr:0.0002295455486009094 gpu_resources:16732235776
Step 224 | loss:0.3772642910480499 lr:0.0002295455486009094 gpu_resources:16769952768
Step 224 | loss:0.5012991428375244 lr:0.0002295455486009094 gpu_resources:16714131456
Step 224 | loss:0.8828243613243103 lr:0.0002295455486009094 gpu_resources:16753358848
Step 224 | loss:0.3486762046813965 lr:0.0002295455486009094 gpu_resources:16805571584
Step 224 | loss:0.4453915059566498 lr:0.0002295455486009094 gpu_resources:16838855680
Step 224 | loss:0.47667670249938965 lr:0.0002295455486009094 gpu_resources:16648434176
Step 224 | loss:0.5288317203521729 lr:0.0002295455486009094 gpu_resources:16776403968
Step 224 | loss:0.5285293459892273 lr:0.0002295455486009094 gpu_resources:16835636224
Step 224 | loss:0.2837406396865845 lr:0.0002295455486009094 gpu_resources:16838855680
Step 224 | loss:0.3813326060771942 lr:0.0002295455486009094 gpu_resources:16632599040
Step 224 | loss:0.3666963577270508 lr:0.0002295455486009094 gpu_resources:16812776448
Step 224 | loss:1.0387239456176758 lr:0.0002295455486009094 gpu_resources:16838855680
Step 224 | loss:0.6668710112571716 lr:0.0002295455486009094 gpu_resources:16695453696
Step 224 | loss:0.42068013548851013 lr:0.0002295455486009094 gpu_resources:16838855680
Step 224 | loss:0.4189518690109253 lr:0.0002295455486009094 gpu_resources:16838855680
Step 224 | loss:0.37179622054100037 lr:0.0002295455486009094 gpu_resources:16748664832
Step 225 | loss:0.4318539798259735 lr:0.0002285051975544918 gpu_resources:16832039936
Step 225 | loss:0.45033228397369385 lr:0.0002285051975544918 gpu_resources:16751011840
Step 225 | loss:0.4871690571308136 lr:0.0002285051975544918 gpu_resources:16839572480
Step 225 | loss:0.3509308993816376 lr:0.0002285051975544918 gpu_resources:16700049408
Step 225 | loss:0.5474406480789185 lr:0.0002285051975544918 gpu_resources:16727623680
Step 225 | loss:0.4355226159095764 lr:0.0002285051975544918 gpu_resources:16600416768
Step 225 | loss:0.5344684720039368 lr:0.0002285051975544918 gpu_resources:16621289984
Step 225 | loss:0.5822022557258606 lr:0.0002285051975544918 gpu_resources:16825967616
Step 225 | loss:0.5707991719245911 lr:0.0002285051975544918 gpu_resources:16838855680
Step 225 | loss:0.32185325026512146 lr:0.0002285051975544918 gpu_resources:16723027968
Step 225 | loss:0.18977192044258118 lr:0.0002285051975544918 gpu_resources:16710486016
Step 225 | loss:0.7032472491264343 lr:0.0002285051975544918 gpu_resources:16702347264
Step 225 | loss:0.6138893365859985 lr:0.0002285051975544918 gpu_resources:16838855680
Step 225 | loss:0.3495231866836548 lr:0.0002285051975544918 gpu_resources:16702347264
Step 225 | loss:0.44544094800949097 lr:0.0002285051975544918 gpu_resources:16748664832
Step 225 | loss:0.3951151669025421 lr:0.0002285051975544918 gpu_resources:16787620864
Step 225 | loss:0.5098229050636292 lr:0.0002285051975544918 gpu_resources:16805571584
Step 225 | loss:0.4489796459674835 lr:0.0002285051975544918 gpu_resources:16807869440
Step 225 | loss:0.3431209325790405 lr:0.0002285051975544918 gpu_resources:16838855680
Step 225 | loss:0.3589143455028534 lr:0.0002285051975544918 gpu_resources:16778767360
Step 225 | loss:0.3551099896430969 lr:0.0002285051975544918 gpu_resources:16730482688
Step 225 | loss:0.2517470717430115 lr:0.0002285051975544918 gpu_resources:16838855680
Step 225 | loss:0.6640114188194275 lr:0.0002285051975544918 gpu_resources:16748664832
Step 225 | loss:0.6176708936691284 lr:0.0002285051975544918 gpu_resources:16838855680
Step 225 | loss:0.24487438797950745 lr:0.0002285051975544918 gpu_resources:16708515840
Step 225 | loss:0.4575364589691162 lr:0.0002285051975544918 gpu_resources:16791456768
Step 225 | loss:0.5792931318283081 lr:0.0002285051975544918 gpu_resources:16827859968
Step 225 | loss:0.48282793164253235 lr:0.0002285051975544918 gpu_resources:16720730112
Step 225 | loss:0.35676851868629456 lr:0.0002285051975544918 gpu_resources:16803273728
Step 225 | loss:0.46865910291671753 lr:0.0002285051975544918 gpu_resources:16655524352
Step 225 | loss:0.4500582218170166 lr:0.0002285051975544918 gpu_resources:16838855680
Step 225 | loss:0.46586358547210693 lr:0.0002285051975544918 gpu_resources:16838855680
Step 225 | loss:0.4039938151836395 lr:0.0002285051975544918 gpu_resources:16838855680
Step 225 | loss:0.5424398183822632 lr:0.0002285051975544918 gpu_resources:16781130752
Step 225 | loss:0.3135184645652771 lr:0.0002285051975544918 gpu_resources:16485865472
Step 225 | loss:0.5504443645477295 lr:0.0002285051975544918 gpu_resources:16838855680
Step 225 | loss:0.23467661440372467 lr:0.0002285051975544918 gpu_resources:16838855680
Step 225 | loss:0.5001568794250488 lr:0.0002285051975544918 gpu_resources:16817060864
Step 225 | loss:0.4695385694503784 lr:0.0002285051975544918 gpu_resources:16623899136
Step 225 | loss:0.46196070313453674 lr:0.0002285051975544918 gpu_resources:16757620736
Step 225 | loss:0.3030351996421814 lr:0.0002285051975544918 gpu_resources:16820001792
Step 225 | loss:0.35307776927948 lr:0.0002285051975544918 gpu_resources:16812465152
Step 225 | loss:0.4227084219455719 lr:0.0002285051975544918 gpu_resources:16630571520
Step 225 | loss:0.32525885105133057 lr:0.0002285051975544918 gpu_resources:16670083584
Step 225 | loss:0.5301672220230103 lr:0.0002285051975544918 gpu_resources:16835636224
Step 225 | loss:0.3993098735809326 lr:0.0002285051975544918 gpu_resources:16729921536
Step 225 | loss:0.38725659251213074 lr:0.0002285051975544918 gpu_resources:16746317824
Step 225 | loss:0.365561842918396 lr:0.0002285051975544918 gpu_resources:16797314048
Step 225 | loss:0.42001453042030334 lr:0.0002285051975544918 gpu_resources:16603025920
Step 225 | loss:0.3965623080730438 lr:0.0002285051975544918 gpu_resources:16838855680
Step 225 | loss:0.3296506702899933 lr:0.0002285051975544918 gpu_resources:16652947968
Step 225 | loss:0.5302560925483704 lr:0.0002285051975544918 gpu_resources:16838855680
Step 225 | loss:0.46349379420280457 lr:0.0002285051975544918 gpu_resources:16627511808
Step 225 | loss:0.529727041721344 lr:0.0002285051975544918 gpu_resources:16519667200
Step 225 | loss:0.4093514084815979 lr:0.0002285051975544918 gpu_resources:16751011840
Step 225 | loss:0.30386248230934143 lr:0.0002285051975544918 gpu_resources:16817060864
Step 225 | loss:0.6421937346458435 lr:0.0002285051975544918 gpu_resources:16739276800
Step 225 | loss:0.326962411403656 lr:0.0002285051975544918 gpu_resources:16827563008
Step 225 | loss:0.3614196181297302 lr:0.0002285051975544918 gpu_resources:16838855680
Step 225 | loss:0.42423513531684875 lr:0.0002285051975544918 gpu_resources:16831634432
Step 225 | loss:0.31701022386550903 lr:0.0002285051975544918 gpu_resources:16669671936
Step 225 | loss:0.40952539443969727 lr:0.0002285051975544918 gpu_resources:16753358848
Step 225 | loss:0.5967758893966675 lr:0.0002285051975544918 gpu_resources:16729921536
Step 225 | loss:0.5192134380340576 lr:0.0002285051975544918 gpu_resources:16666681856
Step 226 | loss:0.6171960830688477 lr:0.00022745961924584428 gpu_resources:16583163904
Step 226 | loss:0.3732356131076813 lr:0.00022745961924584428 gpu_resources:16767671296
Step 226 | loss:0.43052202463150024 lr:0.00022745961924584428 gpu_resources:16777114624
Step 226 | loss:0.6523992419242859 lr:0.00022745961924584428 gpu_resources:16838855680
Step 226 | loss:0.21732740104198456 lr:0.00022745961924584428 gpu_resources:16702347264
Step 226 | loss:0.5796780586242676 lr:0.00022745961924584428 gpu_resources:16652947968
Step 226 | loss:0.4128895103931427 lr:0.00022745961924584428 gpu_resources:16737585152
Step 226 | loss:0.4982970356941223 lr:0.00022745961924584428 gpu_resources:16833682432
Step 226 | loss:0.2483874261379242 lr:0.00022745961924584428 gpu_resources:16658035200
Step 226 | loss:0.28699415922164917 lr:0.00022745961924584428 gpu_resources:16753358848
Step 226 | loss:0.39303284883499146 lr:0.00022745961924584428 gpu_resources:16667716096
Step 226 | loss:0.3645404279232025 lr:0.00022745961924584428 gpu_resources:16838855680
Step 226 | loss:0.4667099714279175 lr:0.00022745961924584428 gpu_resources:16838855680
Step 226 | loss:0.3914130628108978 lr:0.00022745961924584428 gpu_resources:16759691264
Step 226 | loss:0.2653270959854126 lr:0.00022745961924584428 gpu_resources:16631101952
Step 226 | loss:0.5101779103279114 lr:0.00022745961924584428 gpu_resources:16723027968
Step 226 | loss:0.42547672986984253 lr:0.00022745961924584428 gpu_resources:16643707392
Step 226 | loss:0.4004816710948944 lr:0.00022745961924584428 gpu_resources:16838855680
Step 226 | loss:0.4769536256790161 lr:0.00022745961924584428 gpu_resources:16739276800
Step 226 | loss:0.3675917088985443 lr:0.00022745961924584428 gpu_resources:16587369984
Step 226 | loss:0.21375665068626404 lr:0.00022745961924584428 gpu_resources:16650404352
Step 226 | loss:0.46859490871429443 lr:0.00022745961924584428 gpu_resources:16839832576
Step 226 | loss:0.31484296917915344 lr:0.00022745961924584428 gpu_resources:16503875584
Step 226 | loss:0.4749670922756195 lr:0.00022745961924584428 gpu_resources:16796380160
Step 226 | loss:0.5876880884170532 lr:0.00022745961924584428 gpu_resources:16771677184
Step 226 | loss:0.3538658022880554 lr:0.00022745961924584428 gpu_resources:16716265472
Step 226 | loss:0.5250663757324219 lr:0.00022745961924584428 gpu_resources:16786828288
Step 226 | loss:0.8417848944664001 lr:0.00022745961924584428 gpu_resources:16725325824
Step 226 | loss:0.38473743200302124 lr:0.00022745961924584428 gpu_resources:16810167296
Step 226 | loss:0.30505260825157166 lr:0.00022745961924584428 gpu_resources:16803750912
Step 226 | loss:0.5764091610908508 lr:0.00022745961924584428 gpu_resources:16838855680
Step 226 | loss:0.3076010048389435 lr:0.00022745961924584428 gpu_resources:16697751552
Step 226 | loss:0.6535882949829102 lr:0.00022745961924584428 gpu_resources:16786828288
Step 226 | loss:0.28830686211586 lr:0.00022745961924584428 gpu_resources:16838855680
Step 226 | loss:0.46816369891166687 lr:0.00022745961924584428 gpu_resources:16635142656
Step 226 | loss:0.42268556356430054 lr:0.00022745961924584428 gpu_resources:16663204352
Step 226 | loss:0.40776896476745605 lr:0.00022745961924584428 gpu_resources:16838855680
Step 226 | loss:0.22478465735912323 lr:0.00022745961924584428 gpu_resources:16635142656
Step 226 | loss:0.4395256042480469 lr:0.00022745961924584428 gpu_resources:16838855680
Step 226 | loss:0.3096802830696106 lr:0.00022745961924584428 gpu_resources:16838855680
Step 226 | loss:0.532934844493866 lr:0.00022745961924584428 gpu_resources:16716396544
Step 226 | loss:0.3680926561355591 lr:0.00022745961924584428 gpu_resources:16640229888
Step 226 | loss:0.5229067206382751 lr:0.00022745961924584428 gpu_resources:16771677184
Step 226 | loss:0.4343506395816803 lr:0.00022745961924584428 gpu_resources:16838855680
Step 226 | loss:0.4224627912044525 lr:0.00022745961924584428 gpu_resources:16736929792
Step 226 | loss:0.2881157398223877 lr:0.00022745961924584428 gpu_resources:16695453696
Step 226 | loss:0.48132532835006714 lr:0.00022745961924584428 gpu_resources:16812465152
Step 226 | loss:0.46994635462760925 lr:0.00022745961924584428 gpu_resources:16805571584
Step 226 | loss:0.4681227505207062 lr:0.00022745961924584428 gpu_resources:16776403968
Step 226 | loss:0.4355771839618683 lr:0.00022745961924584428 gpu_resources:16796380160
Step 226 | loss:0.3812336027622223 lr:0.00022745961924584428 gpu_resources:16708481024
Step 226 | loss:0.4780614376068115 lr:0.00022745961924584428 gpu_resources:16838855680
Step 226 | loss:0.277275949716568 lr:0.00022745961924584428 gpu_resources:16838855680
Step 226 | loss:0.5132805705070496 lr:0.00022745961924584428 gpu_resources:16765848064
Step 226 | loss:0.3849104046821594 lr:0.00022745961924584428 gpu_resources:16838855680
Step 226 | loss:0.3860972225666046 lr:0.00022745961924584428 gpu_resources:16810167296
Step 226 | loss:0.3994772732257843 lr:0.00022745961924584428 gpu_resources:16648434176
Step 226 | loss:0.3594234585762024 lr:0.00022745961924584428 gpu_resources:16838855680
Step 226 | loss:0.3429446816444397 lr:0.00022745961924584428 gpu_resources:16757639168
Step 226 | loss:0.4565846920013428 lr:0.00022745961924584428 gpu_resources:16828550144
Step 226 | loss:0.5039417147636414 lr:0.00022745961924584428 gpu_resources:16736929792
Step 226 | loss:0.406913697719574 lr:0.00022745961924584428 gpu_resources:16652947968
Step 226 | loss:0.33408915996551514 lr:0.00022745961924584428 gpu_resources:16776780800
Step 226 | loss:0.497812420129776 lr:0.00022745961924584428 gpu_resources:16587810304
Step 227 | loss:0.568291425704956 lr:0.00022640888329471397 gpu_resources:16765320192
Step 227 | loss:0.33567091822624207 lr:0.00022640888329471397 gpu_resources:16838855680
Step 227 | loss:0.6367244720458984 lr:0.00022640888329471397 gpu_resources:16800975872
Step 227 | loss:0.34538766741752625 lr:0.00022640888329471397 gpu_resources:16608516608
Step 227 | loss:0.45450201630592346 lr:0.00022640888329471397 gpu_resources:16817060864
Step 227 | loss:0.506629228591919 lr:0.00022640888329471397 gpu_resources:16725325824
Step 227 | loss:0.3384835720062256 lr:0.00022640888329471397 gpu_resources:16546823680
Step 227 | loss:0.37978801131248474 lr:0.00022640888329471397 gpu_resources:16743970816
Step 227 | loss:0.6789434552192688 lr:0.00022640888329471397 gpu_resources:16838855680
Step 227 | loss:0.26374879479408264 lr:0.00022640888329471397 gpu_resources:16499771392
Step 227 | loss:0.428911954164505 lr:0.00022640888329471397 gpu_resources:16838855680
Step 227 | loss:0.39613988995552063 lr:0.00022640888329471397 gpu_resources:16803273728
Step 227 | loss:0.43974003195762634 lr:0.00022640888329471397 gpu_resources:16613593600
Step 227 | loss:0.3436102271080017 lr:0.00022640888329471397 gpu_resources:16743970816
Step 227 | loss:0.31003427505493164 lr:0.00022640888329471397 gpu_resources:16720730112
Step 227 | loss:0.4896068572998047 lr:0.00022640888329471397 gpu_resources:16805571584
Step 227 | loss:0.609672486782074 lr:0.00022640888329471397 gpu_resources:16838855680
Step 227 | loss:0.33230116963386536 lr:0.00022640888329471397 gpu_resources:16693155840
Step 227 | loss:0.698526918888092 lr:0.00022640888329471397 gpu_resources:16835636224
Step 227 | loss:0.3700793385505676 lr:0.00022640888329471397 gpu_resources:16789142528
Step 227 | loss:0.46328482031822205 lr:0.00022640888329471397 gpu_resources:16772135936
Step 227 | loss:0.33763280510902405 lr:0.00022640888329471397 gpu_resources:16705595392
Step 227 | loss:0.48175734281539917 lr:0.00022640888329471397 gpu_resources:16623899136
Step 227 | loss:0.44525980949401855 lr:0.00022640888329471397 gpu_resources:16838855680
Step 227 | loss:0.39685699343681335 lr:0.00022640888329471397 gpu_resources:16723027968
Step 227 | loss:0.2763746678829193 lr:0.00022640888329471397 gpu_resources:16688558592
Step 227 | loss:0.19550614058971405 lr:0.00022640888329471397 gpu_resources:16592589312
Step 227 | loss:0.6195296049118042 lr:0.00022640888329471397 gpu_resources:16595198464
Step 227 | loss:0.3960115909576416 lr:0.00022640888329471397 gpu_resources:16838855680
Step 227 | loss:0.3265778124332428 lr:0.00022640888329471397 gpu_resources:16838855680
Step 227 | loss:0.45396265387535095 lr:0.00022640888329471397 gpu_resources:16718432256
Step 227 | loss:0.4584254026412964 lr:0.00022640888329471397 gpu_resources:16798678016
Step 227 | loss:0.5745452642440796 lr:0.00022640888329471397 gpu_resources:16838855680
Step 227 | loss:0.24468401074409485 lr:0.00022640888329471397 gpu_resources:16635142656
Step 227 | loss:0.26471951603889465 lr:0.00022640888329471397 gpu_resources:16489396224
Step 227 | loss:0.41814982891082764 lr:0.00022640888329471397 gpu_resources:16838855680
Step 227 | loss:0.465812623500824 lr:0.00022640888329471397 gpu_resources:16655491584
Step 227 | loss:0.37381812930107117 lr:0.00022640888329471397 gpu_resources:16697751552
Step 227 | loss:0.2562415301799774 lr:0.00022640888329471397 gpu_resources:16838855680
Step 227 | loss:0.31764400005340576 lr:0.00022640888329471397 gpu_resources:16748664832
Step 227 | loss:0.3814391493797302 lr:0.00022640888329471397 gpu_resources:16789787648
Step 227 | loss:0.3379172086715698 lr:0.00022640888329471397 gpu_resources:16646070784
Step 227 | loss:0.3615659475326538 lr:0.00022640888329471397 gpu_resources:16838855680
Step 227 | loss:0.17340047657489777 lr:0.00022640888329471397 gpu_resources:16663204352
Step 227 | loss:0.44253239035606384 lr:0.00022640888329471397 gpu_resources:16831634432
Step 227 | loss:0.44652852416038513 lr:0.00022640888329471397 gpu_resources:16630751744
Step 227 | loss:0.3146166503429413 lr:0.00022640888329471397 gpu_resources:16693821440
Step 227 | loss:0.4677429497241974 lr:0.00022640888329471397 gpu_resources:16784514048
Step 227 | loss:0.3673538267612457 lr:0.00022640888329471397 gpu_resources:16697751552
Step 227 | loss:0.28134509921073914 lr:0.00022640888329471397 gpu_resources:16838855680
