Step 0 | loss:2.238386869430542 lr:0.0 gpu_resources:16631460352
Step 49 | loss:0.5593656301498413 lr:0.000147 gpu_resources:16791456768
Step 49 | loss:0.5406927466392517 lr:0.000147 gpu_resources:16838906880
Step 49 | loss:0.5380295515060425 lr:0.000147 gpu_resources:16757639168
Step 49 | loss:0.6898200511932373 lr:0.000147 gpu_resources:16635142656
Step 49 | loss:0.57486492395401 lr:0.000147 gpu_resources:16838855680
Step 49 | loss:0.5105630159378052 lr:0.000147 gpu_resources:16825893888
Step 49 | loss:0.5717750191688538 lr:0.000147 gpu_resources:16666681856
Step 49 | loss:0.8759425282478333 lr:0.000147 gpu_resources:16732235776
Step 49 | loss:0.6797188520431519 lr:0.000147 gpu_resources:16831634432
Step 49 | loss:0.6331521272659302 lr:0.000147 gpu_resources:16746342400
Step 49 | loss:0.716038167476654 lr:0.000147 gpu_resources:16831241216
Step 49 | loss:0.7877650856971741 lr:0.000147 gpu_resources:16661078528
Step 49 | loss:0.44028976559638977 lr:0.000147 gpu_resources:16838855680
Step 49 | loss:0.48064711689949036 lr:0.000147 gpu_resources:16702347264
Step 49 | loss:0.642628014087677 lr:0.000147 gpu_resources:16838855680
Step 49 | loss:0.7090310454368591 lr:0.000147 gpu_resources:16630055424
Step 49 | loss:0.5931861400604248 lr:0.000147 gpu_resources:16828605440
Step 49 | loss:0.5886303186416626 lr:0.000147 gpu_resources:16829598720
Step 49 | loss:0.6392842531204224 lr:0.000147 gpu_resources:16839267328
Step 49 | loss:0.6936507225036621 lr:0.000147 gpu_resources:16827563008
Step 49 | loss:0.6911225318908691 lr:0.000147 gpu_resources:16723027968
Step 49 | loss:0.6772282719612122 lr:0.000147 gpu_resources:16823491584
Step 50 | loss:0.7496574521064758 lr:0.00015 gpu_resources:16568311296
Step 50 | loss:0.3711807131767273 lr:0.00015 gpu_resources:16781130752
Step 50 | loss:0.5229535102844238 lr:0.00015 gpu_resources:16829297664
Step 50 | loss:0.6703302264213562 lr:0.00015 gpu_resources:16666681856
Step 50 | loss:1.0681121349334717 lr:0.00015 gpu_resources:16796380160
Step 50 | loss:0.6334215402603149 lr:0.00015 gpu_resources:16737042432
Step 50 | loss:0.7983905673027039 lr:0.00015 gpu_resources:16838855680
Step 50 | loss:0.7220112085342407 lr:0.00015 gpu_resources:16838855680
Step 50 | loss:0.8049828410148621 lr:0.00015 gpu_resources:16600416768
Step 50 | loss:0.46770837903022766 lr:0.00015 gpu_resources:16751011840
Step 50 | loss:0.5559527277946472 lr:0.00015 gpu_resources:16839572480
Step 50 | loss:0.6636068224906921 lr:0.00015 gpu_resources:16838855680
Step 50 | loss:0.5890625715255737 lr:0.00015 gpu_resources:16838855680
Step 50 | loss:0.4824378490447998 lr:0.00015 gpu_resources:16833420288
Step 50 | loss:0.49629655480384827 lr:0.00015 gpu_resources:16697751552
Step 50 | loss:0.5796017050743103 lr:0.00015 gpu_resources:16702347264
Step 50 | loss:0.6265994906425476 lr:0.00015 gpu_resources:16690857472
Step 50 | loss:0.5458663702011108 lr:0.00015 gpu_resources:16838855680
Step 50 | loss:0.516263484954834 lr:0.00015 gpu_resources:16646070784
Step 50 | loss:0.7775722146034241 lr:0.00015 gpu_resources:16838855680
Step 50 | loss:0.6388192772865295 lr:0.00015 gpu_resources:16838855680
Step 50 | loss:0.8578975200653076 lr:0.00015 gpu_resources:16695453696
Step 50 | loss:0.47701942920684814 lr:0.00015 gpu_resources:16838855680
Step 50 | loss:0.9286373257637024 lr:0.00015 gpu_resources:16637686272
Step 50 | loss:0.6892185807228088 lr:0.00015 gpu_resources:16791456768
Step 50 | loss:0.4983351528644562 lr:0.00015 gpu_resources:16746317824
Step 50 | loss:0.5729095339775085 lr:0.00015 gpu_resources:16767671296
Step 50 | loss:0.5657954216003418 lr:0.00015 gpu_resources:16812465152
Step 50 | loss:0.6303827166557312 lr:0.00015 gpu_resources:16705734656
Step 50 | loss:0.5906925797462463 lr:0.00015 gpu_resources:16763795456
Step 50 | loss:0.7353668808937073 lr:0.00015 gpu_resources:16587369984
Step 50 | loss:0.6716794371604919 lr:0.00015 gpu_resources:16732235776
Step 50 | loss:0.7680474519729614 lr:0.00015 gpu_resources:16714426368
Step 50 | loss:0.6332784295082092 lr:0.00015 gpu_resources:16822098944
Step 50 | loss:0.6064391732215881 lr:0.00015 gpu_resources:16838855680
Step 50 | loss:0.6531169414520264 lr:0.00015 gpu_resources:16538717696
Step 50 | loss:0.5180662274360657 lr:0.00015 gpu_resources:16582151680
Step 50 | loss:0.5599551200866699 lr:0.00015 gpu_resources:16803533824
Step 50 | loss:0.6456684470176697 lr:0.00015 gpu_resources:16838855680
Step 50 | loss:0.3722893297672272 lr:0.00015 gpu_resources:16759691264
Step 50 | loss:0.5455799698829651 lr:0.00015 gpu_resources:16838855680
Step 50 | loss:0.6040282845497131 lr:0.00015 gpu_resources:16723027968
Step 50 | loss:0.5299328565597534 lr:0.00015 gpu_resources:16538717696
Step 50 | loss:0.46294713020324707 lr:0.00015 gpu_resources:16805571584
Step 50 | loss:0.5467070937156677 lr:0.00015 gpu_resources:16734582784
Step 50 | loss:0.6812142133712769 lr:0.00015 gpu_resources:16702347264
Step 50 | loss:0.710019588470459 lr:0.00015 gpu_resources:16825893888
Step 50 | loss:0.4899938404560089 lr:0.00015 gpu_resources:16838855680
Step 50 | loss:0.5099402666091919 lr:0.00015 gpu_resources:16748664832
Step 50 | loss:0.47776010632514954 lr:0.00015 gpu_resources:16772135936
Step 50 | loss:0.53962242603302 lr:0.00015 gpu_resources:16838855680
Step 50 | loss:0.5552490949630737 lr:0.00015 gpu_resources:16829598720
Step 50 | loss:0.8107916116714478 lr:0.00015 gpu_resources:16386409472
Step 50 | loss:0.5981214046478271 lr:0.00015 gpu_resources:16658035200
Step 50 | loss:0.5005051493644714 lr:0.00015 gpu_resources:16655491584
Step 50 | loss:0.7862697839736938 lr:0.00015 gpu_resources:16640399872
Step 50 | loss:0.716768741607666 lr:0.00015 gpu_resources:16763795456
Step 50 | loss:0.6660294532775879 lr:0.00015 gpu_resources:16618680832
Step 50 | loss:0.6363500356674194 lr:0.00015 gpu_resources:16756672512
Step 50 | loss:0.683420717716217 lr:0.00015 gpu_resources:16803658752
Step 50 | loss:0.6092845797538757 lr:0.00015 gpu_resources:16802001920
Step 50 | loss:0.7583677172660828 lr:0.00015 gpu_resources:16589979648
Step 50 | loss:0.6304536461830139 lr:0.00015 gpu_resources:16608244224
Step 50 | loss:1.107515811920166 lr:0.00015 gpu_resources:16458369024
Step 51 | loss:0.6678515672683716 lr:0.00015299999999999998 gpu_resources:16654227968
Step 51 | loss:0.6896602511405945 lr:0.00015299999999999998 gpu_resources:16710486016
Step 51 | loss:0.5171926617622375 lr:0.00015299999999999998 gpu_resources:16621289984
Step 51 | loss:0.6595011949539185 lr:0.00015299999999999998 gpu_resources:16838855680
Step 51 | loss:0.6363281607627869 lr:0.00015299999999999998 gpu_resources:16827563008
Step 51 | loss:0.47463685274124146 lr:0.00015299999999999998 gpu_resources:16838855680
Step 51 | loss:0.6741268038749695 lr:0.00015299999999999998 gpu_resources:16445040640
Step 51 | loss:0.6171584129333496 lr:0.00015299999999999998 gpu_resources:16838855680
Step 51 | loss:0.4743778705596924 lr:0.00015299999999999998 gpu_resources:16660578816
Step 51 | loss:0.6129680871963501 lr:0.00015299999999999998 gpu_resources:16838855680
Step 51 | loss:0.5466598272323608 lr:0.00015299999999999998 gpu_resources:16810167296
Step 51 | loss:0.6376026272773743 lr:0.00015299999999999998 gpu_resources:16688558592
Step 51 | loss:0.6158508658409119 lr:0.00015299999999999998 gpu_resources:16831634432
Step 51 | loss:0.8383253216743469 lr:0.00015299999999999998 gpu_resources:16838855680
Step 51 | loss:0.5676066279411316 lr:0.00015299999999999998 gpu_resources:16632599040
Step 51 | loss:0.7539451718330383 lr:0.00015299999999999998 gpu_resources:16709863424
Step 51 | loss:0.5403444170951843 lr:0.00015299999999999998 gpu_resources:16663204352
Step 51 | loss:0.5685358643531799 lr:0.00015299999999999998 gpu_resources:16714426368
Step 51 | loss:0.47900715470314026 lr:0.00015299999999999998 gpu_resources:16688558592
Step 51 | loss:0.5649581551551819 lr:0.00015299999999999998 gpu_resources:16718432256
Step 51 | loss:0.5591393709182739 lr:0.00015299999999999998 gpu_resources:16833420288
Step 51 | loss:0.6708184480667114 lr:0.00015299999999999998 gpu_resources:16542455296
Step 51 | loss:0.8320406675338745 lr:0.00015299999999999998 gpu_resources:16838855680
Step 51 | loss:0.7960842251777649 lr:0.00015299999999999998 gpu_resources:16716396544
Step 51 | loss:0.5646914839744568 lr:0.00015299999999999998 gpu_resources:16838855680
Step 51 | loss:0.614011287689209 lr:0.00015299999999999998 gpu_resources:16812465152
Step 51 | loss:0.7216112017631531 lr:0.00015299999999999998 gpu_resources:16753358848
Step 51 | loss:0.46035346388816833 lr:0.00015299999999999998 gpu_resources:16652947968
Step 51 | loss:0.7024030089378357 lr:0.00015299999999999998 gpu_resources:16660578816
Step 51 | loss:0.5876650214195251 lr:0.00015299999999999998 gpu_resources:16838855680
Step 51 | loss:0.6641833782196045 lr:0.00015299999999999998 gpu_resources:16592589312
Step 51 | loss:0.4953177273273468 lr:0.00015299999999999998 gpu_resources:16763271168
Step 51 | loss:0.683070182800293 lr:0.00015299999999999998 gpu_resources:16716134400
Step 51 | loss:0.5671712756156921 lr:0.00015299999999999998 gpu_resources:16761743360
Step 51 | loss:0.7693651914596558 lr:0.00015299999999999998 gpu_resources:16725325824
Step 51 | loss:0.6915706992149353 lr:0.00015299999999999998 gpu_resources:16838855680
Step 51 | loss:0.5442649722099304 lr:0.00015299999999999998 gpu_resources:16761743360
Step 51 | loss:0.564018189907074 lr:0.00015299999999999998 gpu_resources:16796380160
Step 51 | loss:0.6213723421096802 lr:0.00015299999999999998 gpu_resources:16663204352
Step 51 | loss:0.5286190509796143 lr:0.00015299999999999998 gpu_resources:16838855680
Step 51 | loss:0.664859414100647 lr:0.00015299999999999998 gpu_resources:16838855680
Step 51 | loss:0.5808120369911194 lr:0.00015299999999999998 gpu_resources:16838855680
Step 51 | loss:0.7405493259429932 lr:0.00015299999999999998 gpu_resources:16807869440
Step 51 | loss:0.543610155582428 lr:0.00015299999999999998 gpu_resources:16838855680
Step 51 | loss:0.6533570289611816 lr:0.00015299999999999998 gpu_resources:16829598720
Step 51 | loss:0.5891482830047607 lr:0.00015299999999999998 gpu_resources:16777241600
Step 51 | loss:0.6428393721580505 lr:0.00015299999999999998 gpu_resources:16800975872
Step 51 | loss:0.6533434391021729 lr:0.00015299999999999998 gpu_resources:16833889280
Step 51 | loss:0.5902239084243774 lr:0.00015299999999999998 gpu_resources:16784514048
Step 51 | loss:0.6861512064933777 lr:0.00015299999999999998 gpu_resources:16800975872
Step 51 | loss:0.5911197066307068 lr:0.00015299999999999998 gpu_resources:16748664832
Step 51 | loss:0.7537886500358582 lr:0.00015299999999999998 gpu_resources:16838855680
Step 51 | loss:0.602168619632721 lr:0.00015299999999999998 gpu_resources:16831634432
Step 51 | loss:0.8636671900749207 lr:0.00015299999999999998 gpu_resources:16838855680
Step 51 | loss:0.4467250406742096 lr:0.00015299999999999998 gpu_resources:16803273728
Step 51 | loss:0.7878592610359192 lr:0.00015299999999999998 gpu_resources:16643707392
Step 51 | loss:0.5791167616844177 lr:0.00015299999999999998 gpu_resources:16641255936
Step 51 | loss:0.46329131722450256 lr:0.00015299999999999998 gpu_resources:16777116672
Step 51 | loss:0.6791835427284241 lr:0.00015299999999999998 gpu_resources:16838855680
Step 51 | loss:0.5384225249290466 lr:0.00015299999999999998 gpu_resources:16705595392
Step 51 | loss:0.8300409317016602 lr:0.00015299999999999998 gpu_resources:16838855680
Step 51 | loss:0.5301802158355713 lr:0.00015299999999999998 gpu_resources:16729921536
Step 51 | loss:0.6788593530654907 lr:0.00015299999999999998 gpu_resources:16838855680
Step 51 | loss:0.583473801612854 lr:0.00015299999999999998 gpu_resources:16774040576
Step 52 | loss:0.6932926177978516 lr:0.000156 gpu_resources:16832039936
Step 52 | loss:0.5931637287139893 lr:0.000156 gpu_resources:16817060864
Step 52 | loss:0.5731149911880493 lr:0.000156 gpu_resources:16778767360
Step 52 | loss:0.510535717010498 lr:0.000156 gpu_resources:16640299520
Step 52 | loss:0.6373969912528992 lr:0.000156 gpu_resources:16839742464
Step 52 | loss:0.7132278084754944 lr:0.000156 gpu_resources:16716396544
Step 52 | loss:0.5891545414924622 lr:0.000156 gpu_resources:16587369984
Step 52 | loss:0.6168656945228577 lr:0.000156 gpu_resources:16800975872
Step 52 | loss:0.6661479473114014 lr:0.000156 gpu_resources:16838996992
Step 52 | loss:0.616759717464447 lr:0.000156 gpu_resources:16771677184
Step 52 | loss:0.6163333058357239 lr:0.000156 gpu_resources:16702347264
Step 52 | loss:0.5269421935081482 lr:0.000156 gpu_resources:16575061504
Step 52 | loss:0.7277733683586121 lr:0.000156 gpu_resources:16695453696
Step 52 | loss:0.7208818793296814 lr:0.000156 gpu_resources:16753358848
Step 52 | loss:0.6856215000152588 lr:0.000156 gpu_resources:16803273728
Step 52 | loss:0.5629668831825256 lr:0.000156 gpu_resources:16643707392
Step 52 | loss:0.6157891154289246 lr:0.000156 gpu_resources:16760666112
Step 52 | loss:0.7102145552635193 lr:0.000156 gpu_resources:16770835456
Step 52 | loss:0.6863676309585571 lr:0.000156 gpu_resources:16779176960
Step 52 | loss:0.5570573210716248 lr:0.000156 gpu_resources:16643707392
Step 52 | loss:0.9474576115608215 lr:0.000156 gpu_resources:16660578816
Step 52 | loss:0.6026701927185059 lr:0.000156 gpu_resources:16803273728
Step 52 | loss:0.6839237213134766 lr:0.000156 gpu_resources:16767998976
Step 52 | loss:0.6522356867790222 lr:0.000156 gpu_resources:16751011840
Step 52 | loss:0.6699099540710449 lr:0.000156 gpu_resources:16584760832
Step 52 | loss:0.6090540289878845 lr:0.000156 gpu_resources:16838855680
Step 52 | loss:0.5963382124900818 lr:0.000156 gpu_resources:16835636224
Step 52 | loss:0.46092870831489563 lr:0.000156 gpu_resources:16838855680
Step 52 | loss:0.8047070503234863 lr:0.000156 gpu_resources:16697751552
Step 52 | loss:0.6147743463516235 lr:0.000156 gpu_resources:16652947968
Step 52 | loss:0.702002227306366 lr:0.000156 gpu_resources:16691840512
Step 52 | loss:0.5817729234695435 lr:0.000156 gpu_resources:16714426368
Step 52 | loss:0.7555501461029053 lr:0.000156 gpu_resources:16716396544
Step 52 | loss:0.5262677073478699 lr:0.000156 gpu_resources:16833420288
Step 52 | loss:0.5994517207145691 lr:0.000156 gpu_resources:16759691264
Step 52 | loss:0.5146467685699463 lr:0.000156 gpu_resources:16503875584
Step 52 | loss:0.7223096489906311 lr:0.000156 gpu_resources:16838855680
Step 52 | loss:0.4517933130264282 lr:0.000156 gpu_resources:16700049408
Step 52 | loss:0.568009078502655 lr:0.000156 gpu_resources:16800975872
Step 52 | loss:0.569542407989502 lr:0.000156 gpu_resources:16833889280
Step 52 | loss:0.807481586933136 lr:0.000156 gpu_resources:16838855680
Step 52 | loss:0.6181697249412537 lr:0.000156 gpu_resources:16838855680
Step 52 | loss:0.5497066974639893 lr:0.000156 gpu_resources:16838855680
Step 52 | loss:0.5443517565727234 lr:0.000156 gpu_resources:16823491584
Step 52 | loss:0.6285070180892944 lr:0.000156 gpu_resources:16637686272
Step 52 | loss:0.7987028956413269 lr:0.000156 gpu_resources:16702916608
Step 52 | loss:0.6858236193656921 lr:0.000156 gpu_resources:16648434176
Step 52 | loss:0.44507649540901184 lr:0.000156 gpu_resources:16781130752
Step 52 | loss:0.6911544799804688 lr:0.000156 gpu_resources:16829297664
Step 52 | loss:0.8016801476478577 lr:0.000156 gpu_resources:16839267328
Step 52 | loss:0.44305992126464844 lr:0.000156 gpu_resources:16838855680
Step 52 | loss:0.7101127505302429 lr:0.000156 gpu_resources:16774040576
Step 52 | loss:0.711331307888031 lr:0.000156 gpu_resources:16711997440
Step 52 | loss:0.7047308087348938 lr:0.000156 gpu_resources:16794082304
Step 52 | loss:0.5775367021560669 lr:0.000156 gpu_resources:16702347264
Step 52 | loss:0.613702118396759 lr:0.000156 gpu_resources:16767900672
Step 52 | loss:0.49075013399124146 lr:0.000156 gpu_resources:16736929792
Step 52 | loss:0.6846822500228882 lr:0.000156 gpu_resources:16814763008
Step 52 | loss:0.5928704142570496 lr:0.000156 gpu_resources:16705595392
Step 52 | loss:0.5783529281616211 lr:0.000156 gpu_resources:16784514048
Step 52 | loss:0.6996052861213684 lr:0.000156 gpu_resources:16833682432
Step 52 | loss:0.7571375966072083 lr:0.000156 gpu_resources:16743970816
Step 52 | loss:0.5804614424705505 lr:0.000156 gpu_resources:16693155840
Step 52 | loss:0.6000394225120544 lr:0.000156 gpu_resources:16776403968
Step 53 | loss:0.6341761350631714 lr:0.000159 gpu_resources:16832039936
Step 53 | loss:0.7063379883766174 lr:0.000159 gpu_resources:16718432256
Step 53 | loss:0.5810449123382568 lr:0.000159 gpu_resources:16761743360
Step 53 | loss:0.6359525322914124 lr:0.000159 gpu_resources:16817060864
Step 53 | loss:0.6035983562469482 lr:0.000159 gpu_resources:16767900672
Step 53 | loss:0.362691730260849 lr:0.000159 gpu_resources:16838855680
Step 53 | loss:0.7319909930229187 lr:0.000159 gpu_resources:16794082304
Step 53 | loss:0.8274545669555664 lr:0.000159 gpu_resources:16693155840
Step 53 | loss:0.6841039657592773 lr:0.000159 gpu_resources:16660578816
Step 53 | loss:0.6479008793830872 lr:0.000159 gpu_resources:16800975872
Step 53 | loss:0.5332109928131104 lr:0.000159 gpu_resources:16637686272
Step 53 | loss:0.7989791631698608 lr:0.000159 gpu_resources:16727652352
Step 53 | loss:0.4744129478931427 lr:0.000159 gpu_resources:16608768512
Step 53 | loss:0.7473634481430054 lr:0.000159 gpu_resources:16838855680
Step 53 | loss:0.7309410572052002 lr:0.000159 gpu_resources:16838855680
Step 53 | loss:0.5944092273712158 lr:0.000159 gpu_resources:16723027968
Step 53 | loss:0.40852105617523193 lr:0.000159 gpu_resources:16831634432
Step 53 | loss:0.5978125333786011 lr:0.000159 gpu_resources:16622035456
Step 53 | loss:0.6516086459159851 lr:0.000159 gpu_resources:16650404352
Step 53 | loss:0.5526682138442993 lr:0.000159 gpu_resources:16767900672
Step 53 | loss:0.45666539669036865 lr:0.000159 gpu_resources:16779363328
Step 53 | loss:0.6383338570594788 lr:0.000159 gpu_resources:16838855680
Step 53 | loss:0.5768856406211853 lr:0.000159 gpu_resources:16648434176
Step 53 | loss:0.6105727553367615 lr:0.000159 gpu_resources:16753358848
Step 53 | loss:0.7045108079910278 lr:0.000159 gpu_resources:16578000384
Step 53 | loss:0.5280402302742004 lr:0.000159 gpu_resources:16635142656
Step 53 | loss:0.5445911884307861 lr:0.000159 gpu_resources:16796380160
Step 53 | loss:0.7148836255073547 lr:0.000159 gpu_resources:16838855680
Step 53 | loss:0.4967269003391266 lr:0.000159 gpu_resources:16660578816
Step 53 | loss:0.5236333608627319 lr:0.000159 gpu_resources:16838855680
Step 53 | loss:0.578588604927063 lr:0.000159 gpu_resources:16825893888
Step 53 | loss:0.6191462874412537 lr:0.000159 gpu_resources:16769952768
Step 53 | loss:0.6159754395484924 lr:0.000159 gpu_resources:16838855680
Step 53 | loss:0.7666807174682617 lr:0.000159 gpu_resources:16812465152
Step 53 | loss:0.5605787038803101 lr:0.000159 gpu_resources:16838855680
Step 53 | loss:0.6409780383110046 lr:0.000159 gpu_resources:16748664832
Step 53 | loss:0.5293769240379333 lr:0.000159 gpu_resources:16702347264
Step 53 | loss:0.7127439975738525 lr:0.000159 gpu_resources:16741623808
Step 53 | loss:0.6458668112754822 lr:0.000159 gpu_resources:16623899136
Step 53 | loss:0.7547338008880615 lr:0.000159 gpu_resources:16751011840
Step 53 | loss:0.4915214776992798 lr:0.000159 gpu_resources:16636056064
Step 53 | loss:0.6137674450874329 lr:0.000159 gpu_resources:16762109952
Step 53 | loss:0.6688141226768494 lr:0.000159 gpu_resources:16838855680
Step 53 | loss:0.7384807467460632 lr:0.000159 gpu_resources:16838855680
Step 53 | loss:0.7298094630241394 lr:0.000159 gpu_resources:16746317824
Step 53 | loss:0.7269544005393982 lr:0.000159 gpu_resources:16695633920
Step 53 | loss:0.6417037844657898 lr:0.000159 gpu_resources:16739276800
Step 53 | loss:0.6641183495521545 lr:0.000159 gpu_resources:16606355968
Step 53 | loss:0.7114846706390381 lr:0.000159 gpu_resources:16746317824
Step 53 | loss:0.512666642665863 lr:0.000159 gpu_resources:16519532032
Step 53 | loss:0.656864583492279 lr:0.000159 gpu_resources:16734582784
Step 53 | loss:0.7250375151634216 lr:0.000159 gpu_resources:16757639168
Step 53 | loss:0.7444793581962585 lr:0.000159 gpu_resources:16838855680
Step 53 | loss:0.7396289706230164 lr:0.000159 gpu_resources:16814763008
Step 53 | loss:0.6750154495239258 lr:0.000159 gpu_resources:16592589312
Step 53 | loss:0.9004953503608704 lr:0.000159 gpu_resources:16790279168
Step 53 | loss:0.5365149974822998 lr:0.000159 gpu_resources:16803273728
Step 53 | loss:0.6037341952323914 lr:0.000159 gpu_resources:16757901312
Step 53 | loss:0.6575589179992676 lr:0.000159 gpu_resources:16713836544
Step 53 | loss:0.684249997138977 lr:0.000159 gpu_resources:16723027968
Step 53 | loss:0.560111939907074 lr:0.000159 gpu_resources:16781130752
Step 53 | loss:0.45314961671829224 lr:0.000159 gpu_resources:16838855680
Step 53 | loss:0.4404721260070801 lr:0.000159 gpu_resources:16838855680
Step 53 | loss:0.6052399277687073 lr:0.000159 gpu_resources:16823491584
Step 54 | loss:0.6485225558280945 lr:0.000162 gpu_resources:16740075520
Step 54 | loss:0.5163664817810059 lr:0.000162 gpu_resources:16838855680
Step 54 | loss:0.5730906128883362 lr:0.000162 gpu_resources:16748664832
Step 54 | loss:0.616741955280304 lr:0.000162 gpu_resources:16743970816
Step 54 | loss:0.805670976638794 lr:0.000162 gpu_resources:16690857472
Step 54 | loss:0.9577229619026184 lr:0.000162 gpu_resources:16763795456
Step 54 | loss:0.483548641204834 lr:0.000162 gpu_resources:16838855680
Step 54 | loss:0.6011070013046265 lr:0.000162 gpu_resources:16823491584
Step 54 | loss:0.6269711256027222 lr:0.000162 gpu_resources:16717133824
Step 54 | loss:0.6205536127090454 lr:0.000162 gpu_resources:16637686272
Step 54 | loss:0.5470224022865295 lr:0.000162 gpu_resources:16838855680
Step 54 | loss:0.4310510456562042 lr:0.000162 gpu_resources:16743970816
Step 54 | loss:0.517370879650116 lr:0.000162 gpu_resources:16706146304
Step 54 | loss:0.8640039563179016 lr:0.000162 gpu_resources:16621289984
Step 54 | loss:0.6209369897842407 lr:0.000162 gpu_resources:16418313216
Step 54 | loss:0.735248327255249 lr:0.000162 gpu_resources:16748664832
Step 54 | loss:0.5317538976669312 lr:0.000162 gpu_resources:16838855680
Step 54 | loss:0.44183096289634705 lr:0.000162 gpu_resources:16693155840
Step 54 | loss:0.6175493597984314 lr:0.000162 gpu_resources:16778767360
Step 54 | loss:0.6806058883666992 lr:0.000162 gpu_resources:16501807104
Step 54 | loss:0.6133956909179688 lr:0.000162 gpu_resources:16838855680
Step 54 | loss:0.626443088054657 lr:0.000162 gpu_resources:16690857472
Step 54 | loss:0.5084713697433472 lr:0.000162 gpu_resources:16723027968
Step 54 | loss:0.8749409914016724 lr:0.000162 gpu_resources:16652947968
Step 54 | loss:0.5368759632110596 lr:0.000162 gpu_resources:16831634432
Step 54 | loss:0.5009794235229492 lr:0.000162 gpu_resources:16838855680
Step 54 | loss:0.7487354278564453 lr:0.000162 gpu_resources:16765848064
Step 54 | loss:0.6120314002037048 lr:0.000162 gpu_resources:16697751552
Step 54 | loss:0.48497235774993896 lr:0.000162 gpu_resources:16727623680
Step 54 | loss:0.7365139722824097 lr:0.000162 gpu_resources:16751011840
Step 54 | loss:0.5747954249382019 lr:0.000162 gpu_resources:16660578816
Step 54 | loss:0.44689711928367615 lr:0.000162 gpu_resources:16838855680
Step 54 | loss:0.6001284718513489 lr:0.000162 gpu_resources:16693155840
Step 54 | loss:0.6646280884742737 lr:0.000162 gpu_resources:16827563008
Step 54 | loss:0.4097912013530731 lr:0.000162 gpu_resources:16774040576
Step 54 | loss:0.5978226065635681 lr:0.000162 gpu_resources:16838855680
Step 54 | loss:0.7238250374794006 lr:0.000162 gpu_resources:16774040576
Step 54 | loss:0.7867719531059265 lr:0.000162 gpu_resources:16741623808
Step 54 | loss:0.3974265158176422 lr:0.000162 gpu_resources:16833682432
Step 54 | loss:0.6546995043754578 lr:0.000162 gpu_resources:16743970816
Step 54 | loss:0.568901538848877 lr:0.000162 gpu_resources:16706146304
Step 54 | loss:0.5003370642662048 lr:0.000162 gpu_resources:16727623680
Step 54 | loss:0.687163770198822 lr:0.000162 gpu_resources:16720730112
Step 54 | loss:0.6481255292892456 lr:0.000162 gpu_resources:16729921536
Step 54 | loss:0.7796341776847839 lr:0.000162 gpu_resources:16822098944
Step 54 | loss:0.6528661847114563 lr:0.000162 gpu_resources:16761743360
Step 54 | loss:0.7017636895179749 lr:0.000162 gpu_resources:16796380160
Step 54 | loss:0.5266050696372986 lr:0.000162 gpu_resources:16562554368
Step 54 | loss:0.6190837621688843 lr:0.000162 gpu_resources:16710486016
Step 54 | loss:0.6659798622131348 lr:0.000162 gpu_resources:16720730112
Step 54 | loss:0.5899126529693604 lr:0.000162 gpu_resources:16579722752
Step 54 | loss:0.546954333782196 lr:0.000162 gpu_resources:16756959232
Step 54 | loss:0.5011873245239258 lr:0.000162 gpu_resources:16838855680
Step 54 | loss:0.6492429375648499 lr:0.000162 gpu_resources:16838855680
Step 54 | loss:0.5715959668159485 lr:0.000162 gpu_resources:16838855680
Step 54 | loss:0.6604136824607849 lr:0.000162 gpu_resources:16838855680
Step 54 | loss:0.6058441996574402 lr:0.000162 gpu_resources:16718432256
Step 54 | loss:0.6569556593894958 lr:0.000162 gpu_resources:16714426368
Step 54 | loss:0.47360241413116455 lr:0.000162 gpu_resources:16658035200
Step 54 | loss:0.5625706911087036 lr:0.000162 gpu_resources:16838855680
Step 54 | loss:0.7862862944602966 lr:0.000162 gpu_resources:16621289984
Step 54 | loss:0.7475223541259766 lr:0.000162 gpu_resources:16801704960
Step 54 | loss:0.6417971253395081 lr:0.000162 gpu_resources:16812966912
Step 54 | loss:0.621583878993988 lr:0.000162 gpu_resources:16734582784
Step 55 | loss:0.6126246452331543 lr:0.000165 gpu_resources:16617083392
Step 55 | loss:0.5138161182403564 lr:0.000165 gpu_resources:16643707392
Step 55 | loss:0.5641249418258667 lr:0.000165 gpu_resources:16838855680
Step 55 | loss:0.6055708527565002 lr:0.000165 gpu_resources:16736929792
Step 55 | loss:0.6303523778915405 lr:0.000165 gpu_resources:16759691264
Step 55 | loss:0.5356114506721497 lr:0.000165 gpu_resources:16623899136
Step 55 | loss:0.6539613008499146 lr:0.000165 gpu_resources:16748664832
Step 55 | loss:0.42812681198120117 lr:0.000165 gpu_resources:16522278400
Step 55 | loss:0.6333656907081604 lr:0.000165 gpu_resources:16718432256
Step 55 | loss:0.6021972298622131 lr:0.000165 gpu_resources:16635142656
Step 55 | loss:0.5562357306480408 lr:0.000165 gpu_resources:16727623680
Step 55 | loss:0.5778993964195251 lr:0.000165 gpu_resources:16690857472
Step 55 | loss:0.6984125971794128 lr:0.000165 gpu_resources:16714426368
Step 55 | loss:0.5772899389266968 lr:0.000165 gpu_resources:16838855680
Step 55 | loss:0.6555670499801636 lr:0.000165 gpu_resources:16796380160
Step 55 | loss:0.5761035680770874 lr:0.000165 gpu_resources:16838855680
Step 55 | loss:0.6195686459541321 lr:0.000165 gpu_resources:16751011840
Step 55 | loss:0.7924942374229431 lr:0.000165 gpu_resources:16663204352
